1,#current and now the anchors and pundits tell us what we should think
1,#current Bob Barr Team: Clearly tonightâ€™s debate shows both McCain/Obama mean more spending/more government/ever present risks to taxpayers
1,I came into debate not wanting to vote for either.  I leave in the same state of mind. #current
1,#debate08 Re: McCain's comment about short North Koreans: Those in glass houses shouldn't throw stones. (McCain is 5'7''.)
1,Obama didn't emphasize so many differences as he did agree with McCain's points. But both avoided the economic questions. #debate08 #current
1,"#debate08 - Tie goes to [front]runner, Obama. JM needs to step up policy distinctions; BO needs to be funnier, more zingers"
1,"why am i not suprised that mccain brought up his prison time? we know you're a war hero, john. we get it. #current"
1,"Candidates+spouses on stage now, Cindy ""I stole drugs from my charity and got off scot-free"" McCain, included. http://xrl.us/osao6 #debate08"
1,#debate08 It seems like every election Conservatives talk about decreasing spending. Does that mean we can decrease military spending?
1,Biden will never lose to a fluff ball public speaker like Palin. #current
1,"wonders where's Palin? I mean, she's qualified, right? #tweetdebate"
1,"@scbalazs Skipping around channels. David Gergen said McCain needed ""big"" win but didn't get it. Thanks for the @'s!"
1,"Man, McCain's already got a post-debate ad up, http://tinyurl.com/43n74w #debate08"
1,Obama just let McCain back into the race by not going for the jugular during that debate. #debate08
1,Don't worry fellas.  You'll get work in four years when some other GOP schlep runs against Obama.  #debate08 #mccain #obama
1,"@LazyBuddhist #debate08 - no, mccain doesn't care about veterans either."
1,@wanamoka she was trying to get to Russia #current - couldn't resist!
1,"@emilychang If Repubs dig up Nixon's moldy skeleton, vote to impeach, & put the remains in jail cell for 20 yrs, I'll consider it. #debate08"
1,"#debate08 Lehrer pounding on 'What can't we do, due to cost of bailout?' = job interview ""What would you do if bear broke into yr house?"""
1,Both candidates are unable to tell the difference between the Republican Guard and the Revolutionary Guard. #debate08
1,@current I've got the live stream going #current....awesome!
1,+1 Obama for calling out the $$ in tax cuts vs $$ in earmarks #tweetdebate
1,+3 Obama for linking McCain to Bush's spending #tweetdebate
1,+2 Obama for rebutting war successes with Afghanistan and bringing up the cost/inefficiency of the war #tweetdebate
1,"Obama +3 - ok.. definitely about the whole ""why we are at war with Iraq = strategic mistake #tweetdebate"
1,#tweetdebate -1 Obama for letting McCain ruffle his feathers here and there. There are better ways to manage annoyance.
1,Obama +2 for bringing in Pakistan #tweetdebate
1,+3 Obama  sound bite: it doesn't mean you invite them for tea  #tweetdebate
1,"+2 Obama for pointing out that he was never opposed to nuclear waste, but that he was for storing it safely #tweetdebate"
1,@current #current Im more convinced now than I was before about who I will vote for. I guess that's something - but I had already decided b4
1,"Obama-""The way we are percieved in the world is what will make things work."" I kinda agree... #current"
1,#current no clear winner = win for McCain
1,"On CNN, the audience reaction is the same when Obama talks, but way divided with McCain talks...good leaders speak for the majority #current"
1,"I am a staunch supporter of Obama, but McCain/his media advisor has done a good job tonight. #current"
1,"I like how macain talks with such feeling, his emphasis is excellent. Obama sounds more defensive #current"
1,mentioning veterens care which Mccain has voted AGAINST - SUPER GOOD point Obama +1 #tweetdebate
1,#current wish Obama improving
1,From where Obama? McCain.. Land of the free HOME of the brave! McCain hands down! #current
1,"In Italy we could never vote Mac! Obama lives in present, not in the past!#current"
1,"McCain just won w/ ""I know how to heal war, I know how to deal with enemies, I know how to treat friends."" Fruck Fruck. #debate08 #current"
1,I like Cindy McCain .. she is on CARE board of directors. #current #tweetdebate #debate08
1,"#debate08 I'd say Obama led early on economic stuff, and finished strong, but McCain's strong middle gives him a slight win."
1,"#current #debate08 Barr:""The people of Iran have a strong free market view of Iran... but Iran has a history of participatory gov't"""
1,I feel like Obama came off as strong and explained why he chooses things. McCain just pushed msgs. #current
1,"Power went out.  Barr is now answering questions.  Good answers re: Iran, Bush Doctrine, etc. #current"
1,"McCain sez Obama not fit/ready to be prez, but Obama just went toe to toe with him with substantive answers; a + for Obama #tweetdebate"
1,Would love to be working the 'spin room' tonight. McCain was on and was forceful without looking like a jerk. #debateok08 #debate08
1,End result -- both McCain and Obama appealed to their base. McCain was warrior like and Obama was Presidential  #debate08 Goodnight All
1,"name dropping not a bad thing , mccain #current #debate08"
1,"""John is right"" Obama's defining phrase #current #debate08"
1,#Current + Twitter was great way to watch the debate. If only Daily Show and Colbert were about to air to really put it all in perspective.
1,@stillgray btw nice website!
1,"@lindagoin To be honest, I've never had much passion for Obama. I just can't stand McCain anymore.  Obama's been growing on me though lately"
1,Obama did very well  #debate08
1,"Anyone trying to say John McCain is a liar, suffers misanthropy. John McCain likes anyone that likes him first. It's how he rolls! #debate08"
1,@orbitaldiamonds Power tie. Unlike McCain's candystriper tie.
1,McCain is more personable tonight than Obama.  Didnt expect that at all in the first 4 minutes of the evening.  +5 McCain #tweetdebate
1,"McCain: Greed is rewarded, excess rewarded. Obama: We need to solve short term problem, underlying issues. #current #tweetdebate #debate08"
1,Obama needs to go for the jugular. You can take this guy Barack... go get 'im. #tweetdebate #debate08
1,McCain +1 for dissing Bush administration and earmarking #tweetdebate
1,"+3 pts for McCain: ""Republicans came to change Washington, but Washington changed us"". Now get out of town. #tweetdebate"
1,"#obamashots: 0 , #mcainshots: 0 C'mon guyssssss #tweetdebate #current"
1,McCain -1 for treating Americans like idiots re: earmarking.  But +1 for the pen thing. #tweetdebate
1,"Obama seems relaxed and poised, frankly McCain's voice has hint of stress in it #tweetdebate"
1,"Obama +2 for countering ""earmark"" spending, but -1 for getting off topic with tax cuts. #tweetdebate"
1,obama +2 where is mccain getting his numbers #tweetdebate
1,McCain -1 initial answer about earmarks  Obama  +1 clear answer    #tweetdebate
1,+1 Obama for speaking directly to his opponent. -2 McCain for not catching on. #tweetdebate
1,I wonder if Lehrer would only be happy when they resort to fisticuffs #tweetdebate
1,Obama always looks at the camera or McCain...McCain is looking for his walker #tweetdebate
1,"+2 Obama for counter arguments, -1 McCain avoiding issue after 2nd request #tweetdebate"
1,@MaryTrigiani Lehrer is being a very good monitor. Too eager to have them 'engage each other.' shouldn't a debate be about engaging topix?
1,"#tweetdebate ""american families"" - pretty diverse bunch I would say, hard to generalise"
1,Obama used Michigan/Ohio keywords. #current #tweetdebate #debate08
1,"@current #current Here is a perfect spot to bring up the Bridge to Nowhere, Obama. Go for it!"
1,"come on, clearly ""free market with no regulation"" doesn't work, we can see it now. Say it! #tweetdebate"
1,@current McCaptain Obvious & Yo Mama Obama are arguing red vs. blue when the answer is purple.  Maybe they should smoke more weed. #current
1,"#tweetdebate Obama mentions ""google for government"" I wonder if McCain even knows what that is"
1,"McCain is a smug bastard everytime Obama mentions him, he smiles like hes talking to a 5 year old. While O's humble and quiet  #tweetdebate"
1,#tweetdebate Hard to believe but we're only 1/3 through this thing. Take a #mccainshot and an #obamashot
1,#tweetdebate not convinced either of these guys are the answer.  talking points vs talking big.
1,@current  It feels like they are arguing the existence of fairytale.  This is more like Bible vs. Truth.  #current
1,BADDA BING BADDA BOOM! Obama just hit it #tweetdebate
1,"@janoss - John can't address Obama directly - is that a sign of something? A blink, perhaps?"
1,"@KatyComeTrue  The word ""festooned"" is woefully underused. #tweetdebate"
1,McCain -2 for twisting reality. Obama +2 for rebutting McCain with aplomb. #tweetdebate
1,@humanbeatbox :D! So true. I can see the ticket: Jim Lehrer & Judge Judy 2008. #debate08
1,"""You don't say that out loud"" - McCain. Not sure if that's a good or a bad soundbite.  #current #tweetdebate"
1,@current #current The war is important but they should be spending more time on the economy. More a universal issue we all are affected by
1,Obama -1 for personal attack. but it was a good one! #tweetdebate
1,Am I the only one having trouble following the ACTUAL DEBATE?? #debate08 #current #tweetdebate
1,#tweetdebate i dont know many Irish startups.... Ireland's a beautiful country though. I wanna go back.
1,"@sarking He needs to beat that point in, as well as the hundred years remark. We've got video of both. #debate08 Go for it!"
1,"#tweetdebate comes down to ""John's right..."" vs. ""Obama doesn't understand..."""
1,"@current #current I have your bracelet and see you one, although Obama did stutter a little bit."
1,For those watching CNN: Borger +5 for waking up and voting. Castellanos -5 for touching the buttons too much. #tweetdebate #debate08
1,Mccain +1 ok on Iran stats - is it true? though #tweetdebate
1,#tweetdebate Obama +3 for clear explanations McCain -5 for misrepresentations & drama
1,"@MaryTrigiani Not sure what that has to do with it ... but no, of course not. He's a married man..."
1,@janoss - good point that Obama is trying to make eye contact with Mc. Mc. is blurring over notes...
1,"@shayera #debate08 #McCain was the one who laid out his ""by 2013"" speech! Bring it up, #obama!"
1,"Its so hard to find good mods these days, this one is a-ok there have been better / worse .... #tweetdebate"
1,"Best lines so far... McCain: ""I was never voted Miss Congeniality"" (said twice, no less!) and Obama: ""I have a bracelet, too!""  #tweetdebate"
1,@current  I think nuclear energy is a necessary evil at this point.  We need to have it tied into green directly thought.  #current
1,#tweetdebate McCain rude and condescending -5 Obama magnanimous and confident +5
1,"#debate08 #current  Obama  We need missile defense,  Another GOP theme."
1,"Personally, I just think Obama is more level-headed and I would feel safer with him than McC. McC maverickism scares me #current"
1,McCain definitely got his rear end handed to him tonight. Obama was simply on point in this debate. #current
1,McCain is a wolf in sheep's clothing and Barack is poised and not attacking his opponent.#current
1,"McCain shows that Obama is pretty wet behind the ears, and not ready to be President tonite well done #current"
1,"Obama <3's McCain, keep thanking him #current #debate08"
1,"cnn current analyst tallies: Obama 70, McCain 71 #tweetdebate #current"
1,"Wish Obama had pointed out what an Old Washington Guard McCain is when he was telling all those ""four score & seven years"" stories. #current"
1,"#current #debate08 Yes, good points on both side, no clear winner."
1,"Again - McCain is a Leader - going in the very wrong way.  Obama is a think-before-doing, which is what we need. VOTE OBAMA #Current"
1,"#debate08 #current shoulda had a drinking game including ""ronald reagan"""
1,"ah, mccain's talking point...""sen. obama doesn't understand..""#current"
1,"#current disappointed that Obama did not ""connect"" more, can't believe McCain sounds more effective overall."
1,Obama won McCain just rambled #current
1,i feel like i'm reading a shouting match on #current .  i think both candidates are having trouble communicating their ideas tonight
1,rt @RyuPlasticTree McCain is a wolf in sheep's clothing and Barack is poised and not attacking his opponent.#current
1,every other twitter i read says McCain won this debate. The other half say Obama won it. Go figure. #current #mccainshot #obamashot
1,Obama is more calm. McCain is a tweaker  #current
1,#current Obama is only talking to the pop vote Mc is talking to the elect vote GAME OVER sadly
1,"Obama just feels like his is telling the truth, McCain just seems like he is hiding a lot of information #current"
1,"This is about War or Peace, big business or the people, greed or an attitude of givving.  #current"
1,#debate08 #current Obama right about needing strong econ for strong nat'l defense. But the current bailout plan won't do it
1,"I love committee talks, but do they really do any thing, #current"
1,Barack Obama: DEBATE REALITY CHECK: FACTCHECK ON COMMITTEE HEARINGS http://tinyurl.com/4ve7f2 #debate08 #current #tweetdebate
1,"neither one of them really projects optimism in the way reagan or clinton did . . . to be fair, times are tough #current #debate08"
1,"I am not impressed with either candidate.  Obama doesnt get it, but his heart is in the right place.  #current"
1,"My imagination or does Barack get to speak on screen alone, and Mccain gets to share split screen with Barack giggling every time? #current"
1,"Everyone thinks their candidate won. If either could have shown a bracelet, it would have sealed the win. #current"
1,"It's simple, Mccain is wrong on the big issues and Obama was right.   #current"
1,We don't need espionage if we don't make enemies around the world #debate08 #current
1,"Neither one, won this debate, They keep going around the point #current"
1,"McCain pulling a Hillary, saying Obama is not flexible enough, and he is....hah!  #current #debate08"
1,I don't think anyone on has been swayed to the other side. Tweeters on #current are v. partisan (not that I'm any better).
1,Obama will help get America's credibility back. McCain will piss on it. #current
1,#current #debate08 no on the job training needed? wishful thinking. always be learning.
1,"Poll on http://www.drudgereport.com/ shows McCain ahead, only indicates who reads the drudge report of course. #current #debate08"
1,I think Obama won. Unfortunately I think America will think McCain won. #current
1,"Jon and Cindy McCain own 13 cars, Barack and Michelle own 1, a hybrid #current"
1,WOW.  I'll bet their are some POW/MIA families shooting their TVs right now. #current
1,"because of the earmarks in the bill, not the bill itself #tweetdebate"
1,McCain treated this like an interview with Lehrer instead of a debate. Can NOT wait to hear Palin V. Biden #current
1,Phils won.  Mets lost. #current
1,"the verdict: an interesting first debate, but no conclusive winner as yet. #current"
1,Seems like Obama was fighting out of the corner tonight. Stayed on defense.  He came off rude and dodgy.  McCain wins by TKO. #current
1,"The most dangerous man in America, David Brooks, and Mark Shields are saying that the debate changed nobody's mind. True, I think. #current"
1,"#debate08 obama might have held his own, but mccain is a foreign policy dude. who knows who won."
1,"#debate08 Mmmmm I think about it as a 50/50 .... not bad, waiting for the polls of tuesday!"
1,"@Marti_L I think both of them were uneven. Obama did OK, McCain swung from old grumpy/snipey to bland. #debate08"
1,"#debate08 Mostly a draw, don't think it swayed many people."
1,"Good point King, this debate didn't say anything new to people who have been closely looking, but did talk to less informed people. #current"
1,#current I thought Obama would do much better. I think he pulled his punches.
1,"@lukemcneur Disagree mate. Obama was calm cool, and direct. McCain was floundering  #debate08"
1,"Debate results: McCain: 3 (Iraq, Iran and Russia) Obama: 2 (Afghanistan & Pakistan) #current #obamashot #mccainshot"
1,"It was an exciting debate, but I expected more blood. #current"
1,#debate08 I'm surprisingly sober.They must have totally trained the primary buzz words out of their systems.  No change this time my friends
1,"given the debate topic McCain should have won, but i think Obama really caught up...maybe even surpassed the old guy #current"
1,"As much as I don't like Obama, he didn't do poorly. When you're in the lead, that's good. #debate08"
1,"#current there is no way we can pull out of Iraq, just ask the troops, do a poll on that"
1,"@usermac Truth be told, I'd be happy to have McCain or Obama as President. I just dont think we can afford 4 Republican years. #current"
1,@kathrynjones he was raised in a time when racism was ok i love the old ppl in my family but they are racists 2 - its ingrained in that gen!
1,Yeah - I don't know why Obama didn't just cream him.  Is he worried that he'll lose points for being uncivil? #current
1,It looks like Senator McCain won this debate. And Mrs. McCain wins the fashion debate. (What was Michelle thinking?) #debate08
1,#debate08 tie
1,"Fox News thinks it was a good night for John McCain. Well, duh....  #debate08"
1,Bill Kristol: McCain got under Obama's skin #current #debate08
1,"#debate08 no KOs, or even knock downs"
1,"#debate08 Obama has the facts and vision, McCain has the catch phrases and blind single-mindedness to win this. Obama is missing the point"
1,I'm not buying the McCain win on FP. I think Obama is *right* about Afghanistan and Pakistan re Al Qaeda - #debate08
1,"Bill Bennett: How many times did Obama say ""John is right"" and how many times did McCain say ""Obama is wrong""? #debate08 #current"
1,Verdict: McCain exceeded all expectations.  BHO: flat.  #current #debate
1,"#current Bill Bennett says Obama is ""intellectually generous guy"" but McCain was the ""sherriff"" and ""masterful"" cause he ""knew the names."""
1,"Bill Bennett is right, McCain was firmer. More conviction. Good grasp of facts and figures. Obama tried to reframe things too much. #current"
1,"As angry as I got at McCain for his petty BS (ignoring Obama the whole time), it was a pretty even debate. Nice and unfriendly.  #debate08"
1,"Last year these debates used to be special, but with all those primary debates, this seems so regular to me #current #debate08"
1,"You don't ""win"" a debate in general unless you knock it out of the park. #current"
1,Does Obama have to be on the attack to win a debate? I thought was he appropriate w/ shots but some think he wasn't tough enough? #debate08
1,#debate08 join the covert radio show forums to talk about the war on terror and security. http://is.gd/3chp
1,"#debate08 It did seem like Obama was constant agreeing with McCain.  McCain, however, not so nice."
1,"@POttenhoff ""JM needs to step up policy distinctions."" Obama was agreeing with McCain time and again. #debate08 #current"
1,"McCain did well in the beginning, but Obama took over once foreign policy kicked in. #debate08"
1,a little brain numb from watching debate. I thought McCain did well at times. Obama-too much agreeing. #debate08
1,"#debate08 Obama actually talked about the present...mccain just told a bunch stories.  Obama 1, McCain 0"
1,"Twitter and #current debate very cool, would have been better if I bypassed sucky current signal and went straight to web. All and all A+"
1,"Katie, you're beautiful...but Wrong!#current"
1,"#current Now Guilliani on NBC. He laughs...ha, ha, ha... when Brian Williams says Biden called McCain ""wrong"" about Iraq."
1,"""Barack Obama doesn't understand"" and ""I agree with John McCain"" were the major repeated lines of the night -Cameron #debate08 #current"
1,"#debate08 mccain wins on passion. obama's 1, 2, 3ing was stilted. mccain sought to convince, obama was presenting logic."
1,#debate08 Acknowledging common ground with your opponent is not weakness.
1,"Biden will step up to the plate and talk about the debate to Brian Williams, but where's Palin...? Oh, that's right, too cowardly #current"
1,"@Condoulo yes I like those Clinton policies, but you have yet to say what he actually did."
1,"How can Obama bring up Palin ?  If he can, without looking mean, he can win #current #debate08"
1,"#current Ooh, the RNC spin: ""Obama says we have to lose in Iraq in order to win in Afghanistan."" according to Guilianni."
1,Loved that fact that Obama said McCain was correct so many times and McCain said Obama was clueless about issues #current #debate08
1,I want to see Obama more aggressive in the next debate. I know he has more of a fight in him. #current
1,"Good point from a FOX News commentator: McCain's looking backward, Obama is looking forward. #current"
1,"Obama said ""John is right"" at least 8 times! McCain on offense,Obama on defense. 21 Factcheck for BHO 16 for McCain #comment #debate08"
1,"NPR Commentary: ""A stalemate is a win for Obama as this is McCain's strongest point."" ha.  Hadn't thought of it that way. #debate08"
1,"#debate08 #current On a recent falling out w/Ron Paul Barr:""We wanted to provide true focused leadership for the L.P."" ""R.P. did espouse"""
1,#debate08 Obama appeared presidential vs McCain who acted liked a cranky old grandpa
1,"#debate08 also, giulani is miles left (not nearly left enough though) of palin on almost every issue"
1,#current #debate08 Neither did too great. Now the news bias spins off...Fox: McCain grand slam. CNN seems pretty even for now.
1,I would say it was 50/50 #debate08
1,": #debate08 Neither of them ""won."" Obama held his own, but was often defensive against McCain's digs. McCain swung from grumpy to bland."
1,giuliani lies. Obama will cut corporate loopholes. better plan than raising my taxes.  #debate08
1,"obama may not have the experience mccain has, he does imho  have a plausible theory of what american foreign policy should be about #current"
1,"McCain did better than I thought he would tonight, but he did lie several times and his economic policy is ridiculous, now the VPs #debate08"
1,"MCCAIN: How about a spending freeze on everything but defense, veteran affairs and entitlement programs. #DEBATE08"
1,"#current Both candidates gave very convincing party lines, but chats on Sun Times chat reveals Obama favored...McCain viewed as nervous"
1,"#current - visually, McCain won hands down.  You don't  put a dark-skinned person against a blue background, and you turn the lights up."
1,"No matter who wins, we're headed for tough times. #tweetdebate"
1,"Obama showed that he's calm under pressure, while McCain showed that he can't treat dissent as intelligent or reasoned.Obama wins! #debate08"
1,"@janoss - not once. Obama looked at McCain numerous times, addressed him directly at least nine times."
1,"After the debates, Obama: Gentleman. McCain: A-hole. #current"
1,"Obama got away with pretending to be a sober, sensible centrist instead of the statist he is, and thus won the debate #debate08"
1,"#current #debate08 McCain didn't get very high highs, but his ratings with Independents looked fairly strong throughout, especially on #pork"
1,@benpolitico Just saw you on CNN walking past Dana Bash and Nicole Wallace. #debate08 #current
1,"@ButtaBaby they already have ads saying ""McCain won!"" #current"
1,"#current  Wow, the media works fast. http://tinyurl.com/43n74w

ahahaha.
epic."
1,#debate08 I think it was a draw... maybe McCain a bit up but this is his issue!
1,"#debate08 Obama said ""McCain was right"" eight times! McCain never spelled out that he agreed with Obama"
1,"And for all of you tweeters twittering over McCain's ""Existential Threat"" that was no error; literally: ""A threat to existence"" #current"
1,"@janoss - Obama =total control over emotive... typical Lyndon Johnson ""socialist."" At the same time- I wonder how he won over ""experience."""
1,"@tarheelcoxn re: earmarks, obama could've just asked him why he picked palin with all of hers. #debate08"
1,#current Biden: What're ya gonna do economically and relative to the war? That's what it's all about.
1,@janoss - I would expect Obama to represent this country with dignity. Not so with McCain/Palin
1,"#current Biden: Obama said in order to get economy moving again, you gotta help middle class. McCain wants to help out the billionaires."
1,@DocMara hopefully the GOP will select someone younger and eloquent vs Obama in 2012. I'd like to see that debate. #debate08
1,@EndTheRoboCalls Veeps go at it 10/2 #debate08
1,@problogger A draw. #debate 08 #tweetdebate
1,#debate08 my feelings are pretty much this... why JUST those two canidates? I thought there were more than two???
1,@Imarilove Yes!!! Obama has done more for veterans than McCain has DESPITE the fact that McCain's a former POW.
1,"#debate08 biden/palin debate viewship will trump this one. Great odds biden gaffes like never before, or palin completely melts down"
1,"In case anyone cares, Henry Kissinger just released a statement noting that Obama just doesn't know anything.  #current #debate08"
1,@freeulysses that's what we do best... irrationallity #debate08
1,"#2019 #current in other words those without a pick best understood the heart of the issues, but had little voice over the rally cries."
1,McCain wasn't bad but he was attacking Obama more than actually taking a stand. Obama's positions became more clear.  Good #debate08
1,Obama: McCain you're right.  McCain: Senator Obama just doesn't understand #current #debate08
1,#debate08 It scares me that people being polled still think McCain is better on military/veteran issues. Support the troops -- vote Obama!
1,you have to be a fast reader at http://election.twitter.com/ #debate08
1,#debate08 wtf is this McCain twitter banner next to barack's banner? http://twitter.com/JohnMcCain. Fake JM?!?
1,#debate08 Who won? It depends on the topic. McCain good on foreign policy. Obama on home turf/leadership. Looking for fact checks.
1,"Collected my thoughts and I think mcain would do some stuff well. But Obama would do more, better. #current night"
1,"@RobertBluey Well, then McCain needs to prove that he's head and shoulders above Obama on policy - Are you saying BO rope-a-doped?"
1,y say its ok to 'tie' bc its the other guy's strength? foreign policy is NOT mccain's strength. why do we keep giving them ground? #debate08
1,what is an appropriately bi-partisan food to bring to a debate party? #tweetdebate
1,Thought I'd have TweetDeck up & running during #tweetdebate . DH is using our laptop to write a sermon. He wins.
1,The moderator is almost as important as the debaters. #current #tweetdebate #debate08
1,First question direct to the liver #tweetdebate
1,#tweetdebate McCain and Obama could you please talk directly to each other?! let's get it on!
1,This Aussie live web stream of the #debate08 is a few seconds AHEAD of the U.S. Network coverage: http://www.sbs.com.au/ #tweetdebate
1,"@tikva -- totally, you should tweet that to #tweetdebate"
1,#current #tweetdebate can I vote for Jim Lehrer?
1,"""I'm a Maverick""  #tweetdebate #current"
1,what's the difference between #debate08 and #tweetdebate?  i'm confused.
1,#tweetdebate Putting Rumsfeld in charge of anything was what they may have been talking about.
1,"@current If I were running, I would try to blame the dog or global warming for the economic failure.  #current"
1,#tweetdebate How come McCain doesn't want Canada to be a member of his Justice League?  I thought we were best friends :-(
1,#debate08 #current Obama turned a little to the right.
1,"Miriam Pemberton in YES! - Raiding the War Chest, redirecting military budget http://www.yesmagazine.org/yes46pemberton #debates08, #current"
1,McCain: I have been around for a loong time. Obama: Iraq and Afghanistan. Bush and McCain. Lehrer: Could you guys face each other? #current
1,Scap thought Cindy was Christina Aguillera from behind.  #current
1,"#debate08 
ok we have a McCain ad- regional or national?"
1,@Condoulo and how isn't he respecting the country?
1,@perinandy it was the foreign affairs debate. Other topics to come in future debates. #current
1,#debate08 CNN analyst scorecard - Obama: 44. McCain: 22
1,"@cgritter I don't have the McCain ad... So it must vary even depending on what network you're watching? (I think I""m on NBC). #debate08"
1,Fact checking starts for #tweetdebate: http://tinyurl.com/4x2aaf
1,#debate08 - People should vote for the candidate that looks better with their shirt off. Not for V.P. though.
1,Biden just on NBC- Palin was invited but GOP declined and sent Guliani instead #current
1,JasonCalacanis: #debate08 is heating up. This pre-condition debate is really getting old. Bush proved n.. http://tinyurl.com/49ywrw
1,VP-candidate Sarah Palin is in an undisclosed location. #debate08
1,"but to be fair, I haven't heard much from Biden, but I havent been watching too much tv as of late. #debate08"
1,Who won #debate08
1,#debate08 MSNBC Newsvine showing a poll http://tinyurl.com/3frb5c
1,"i must not have been following the debate very closely...i don't really remember obama saying ""John is right"" #current #debate08"
1,Gonna highlight flicker tomarrow with grubi for wrestling at the #debate08
1,#debate08 Why does every veteran I know support Obama over McCain?
1,"I thought perhaps I'd get some greater insight after first #debate08 but exactly same place I was before, wanting third candidate!"
1,Debate fact checks: http://cli.gs/p6YhUy http://cli.gs/3ZZBPM http://cli.gs/MyJghq and http://cli.gs/VBaHjA #current #debate08 #tweetdebate
1,watching the debate on current TV in SF. let's go! #tweetdebate
1,McCain is advocating that Bush should resign?!?! #tweetdebate
1,"McCain -1 not clear where he says yes re: his stand, and yet he is going on and on about ""what""? unclear #tweetdebate"
1,"Retweeting @nohype: #tweetdebate -1 McCain ""we saw these problems coming"" I thought the economy was fundamentally sound ( EXACTLY!!! )"
1,$932M dollars isn't that much compared to $700B. Sorry McCain. Dollars in Millions isn't huge anymore. #current #tweetdebate
1,High Noon 2: Higher Noon. Starring John McCain. #current #debate08 #tweetdebate
1,#tweetdebate +1 Obama clarifies McCain's fuzzy math
1,@current #current +1 for specifics from Obama. Not hearing those from McCain.
1,"I heard a cough. I remember Lehrer say ""no noise of any kind."" Dude just got hauled off by Secrert Service I'm sure. #tweetdebate"
1,The questions the moderator is asking don't make much sense  #current #tweetdebate
1,I just fell asleep for 20 seconds  #tweetdebate
1,@mediaphyter I'm with you - but it's still early - 30 min in - they're both  on tonight. #tweetdebate
1,"Great comeback obama, mccain's a hatchet man! #current, #debate08, #tweetdebate"
1,john mccain - http://i148.photobucket.com/albums/s33/seanb1979/winningfail.jpg #tweetdebate
1,Obama +1 good to hear about the history - but is it relevant now? #tweetdebate
1,"He got Orgy in there NICE! You's sooo bad BO! #current, #debate08, #tweetdebate"
1,@current are you repeating tweets now
1,How does everyone think this Obama-McCain debate is going? #current #tweetdebate
1,"+3 pts for McCain for saying ""2 fourth of Julys ago"". Couldn't you just say 2 years ago? #tweetdebate"
1,"oooh, ""I'm afraid Obama doesn't understand the difference between a tactic and a strategy."" - McCain +2 for quotable #current #tweetdebate"
1,tallybon? #tweetdebate
1,@BevJack lol silly Delta Air!
1,@current #current Oh he can't say a name .. he is looking more and more like Reagan everyday
1,@nericksx Thanks for the clarification. Guess I got confused.
1,John McCain: 300 Retired Generals And Admirals Endorse John McCain For President http://tinyurl.com/3t2prj #debate08 #current #tweetdebate
